"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\StatusFlowUpdateRequestDefinition.java","3","15","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\StatusFlowUpdateRequestDefinition.java","3","20","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\StatusFlowUpdateRequestDefinition.java","3","25","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\StatusItemAddRequestDefinition.java","3","16","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\StatusItemAddRequestDefinition.java","3","21","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\StatusItemAddRequestDefinition.java","3","26","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"4","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\StatusItemAddRequestDefinition.java","3","31","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\StatusItemUpdateRequestDefinition.java","3","14","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\StatusItemUpdateRequestDefinition.java","3","19","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\TemplateUpdateRequestDefinition.java","3","12","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\TemplateUpdateRequestDefinition.java","3","17","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\TemplateUpdateRequestDefinition.java","3","40","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"4","io.metersphere.system.controller.param","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\param\TemplateUpdateRequestDefinition.java","3","48","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.controller.user","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\user\PersonalControllerTests.java","3","34","Access to field `RANDOM_PORT` on foreign value `SpringBootTest.WebEnvironment` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.controller.user","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\controller\user\UserControllerPermissionTests.java","3","28","Access to field `RANDOM_PORT` on foreign value `SpringBootTest.WebEnvironment` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.job","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\job\CleanNotificationJobTests.java","3","15","Access to field `RANDOM_PORT` on foreign value `SpringBootTest.WebEnvironment` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.system.job","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\job\CleanNotificationJobTests.java","3","36","Access to field `UNREAD` on foreign value `NotificationConstants.Status` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.job","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\job\CleanOrganizationJobTests.java","3","13","Access to field `RANDOM_PORT` on foreign value `SpringBootTest.WebEnvironment` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.system.job","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\job\CleanOrganizationJobTests.java","3","23","Access to field `ISOLATED` on foreign value `SqlConfig.TransactionMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.system.job","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\job\CleanOrganizationJobTests.java","3","23","Access to field `BEFORE_TEST_METHOD` on foreign value `Sql.ExecutionPhase` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.job","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\job\CleanProjectJobTests.java","3","12","Access to field `RANDOM_PORT` on foreign value `SpringBootTest.WebEnvironment` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.system.job","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\job\CleanProjectJobTests.java","3","22","Access to field `ISOLATED` on foreign value `SqlConfig.TransactionMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.system.job","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\job\CleanProjectJobTests.java","3","23","Access to field `BEFORE_TEST_METHOD` on foreign value `Sql.ExecutionPhase` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.job","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\job\CleanUserInviteJobTests.java","3","10","Access to field `RANDOM_PORT` on foreign value `SpringBootTest.WebEnvironment` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.rid","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\rid\RIdGeneratorTests.java","3","14","Access to field `RANDOM_PORT` on foreign value `SpringBootTest.WebEnvironment` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.service","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\service\ApiPluginServiceTests.java","3","21","Access to field `RANDOM_PORT` on foreign value `SpringBootTest.WebEnvironment` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.service","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\service\CommonFileServiceTest.java","3","26","Access to field `RANDOM_PORT` on foreign value `SpringBootTest.WebEnvironment` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.service","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\service\TestResourcePoolServiceTest.java","3","18","Access to field `RANDOM_PORT` on foreign value `SpringBootTest.WebEnvironment` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.system.utils.user","C:\User\pavan\Projects\metersphere\backend\services\system-setting\src\test\java\io\metersphere\system\utils\user\PersonalRequestUtils.java","3","3","The class 'PersonalRequestUtils' is suspected to be a Data Class (WOC=0.000%, NOPA=4, NOAM=0, WMC=0)","Design","DataClass"
"1","io.metersphere.plan.constants","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\constants\AssociateCaseType.java","3","3","The class 'AssociateCaseType' is suspected to be a Data Class (WOC=0.000%, NOPA=4, NOAM=0, WMC=0)","Design","DataClass"
"1","io.metersphere.plan.constants","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\constants\TestPlanResourceConfig.java","3","3","The class 'TestPlanResourceConfig' is suspected to be a Data Class (WOC=0.000%, NOPA=7, NOAM=0, WMC=0)","Design","DataClass"
"1","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanApiCaseController.java","3","52","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanApiScenarioController.java","3","49","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanController.java","3","42","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanController.java","3","83","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanController.java","3","101","Access to field `TEST_PLAN_TASK` on foreign value `NoticeConstants.TaskType` (degree 1)","Design","LawOfDemeter"
"4","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanController.java","3","101","Access to field `CREATE` on foreign value `NoticeConstants.Event` (degree 1)","Design","LawOfDemeter"
"5","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanController.java","3","111","Access to field `TEST_PLAN_TASK` on foreign value `NoticeConstants.TaskType` (degree 1)","Design","LawOfDemeter"
"6","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanController.java","3","111","Access to field `UPDATE` on foreign value `NoticeConstants.Event` (degree 1)","Design","LawOfDemeter"
"7","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanController.java","3","121","Access to field `TEST_PLAN_TASK` on foreign value `NoticeConstants.TaskType` (degree 1)","Design","LawOfDemeter"
"8","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanController.java","3","121","Access to field `DELETE` on foreign value `NoticeConstants.Event` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanFunctionalCaseController.java","3","49","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanReportController.java","3","45","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanReportController.java","3","80","Access to field `TEST_PLAN_REPORT_TASK` on foreign value `NoticeConstants.TaskType` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanReportController.java","3","80","Access to field `DELETE` on foreign value `NoticeConstants.Event` (degree 1)","Design","LawOfDemeter"
"4","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanReportController.java","3","255","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanReportShareController.java","3","45","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.metersphere.plan.controller","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\controller\TestPlanReportShareController.java","3","190","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionAssociateDTO.java","3","24","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionAssociateDTO.java","3","27","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionAssociateDTO.java","3","30","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","31","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","39","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","43","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"4","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","47","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"5","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","51","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"6","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","55","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"7","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","59","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"8","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","63","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"9","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","67","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"10","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","71","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"11","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","75","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"12","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderEditDTO.java","3","79","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderTreeNodeDTO.java","3","37","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderTreeNodeDTO.java","3","40","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderTreeNodeDTO.java","3","43","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"4","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderTreeNodeDTO.java","3","46","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"5","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderTreeNodeDTO.java","3","49","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"6","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderTreeNodeDTO.java","3","52","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"7","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderTreeNodeDTO.java","3","55","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"8","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderTreeNodeDTO.java","3","58","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"9","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderTreeNodeDTO.java","3","61","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"10","io.metersphere.plan.dto","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\TestPlanCollectionMinderTreeNodeDTO.java","3","64","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\BaseBatchMoveRequest.java","3","13","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\BasePlanCaseBatchRequest.java","3","21","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiAssociateBugRequest.java","3","15","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseBatchAddBugRequest.java","3","20","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseBatchAddBugRequest.java","3","29","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseBatchAddBugRequest.java","3","34","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseBatchMoveRequest.java","3","15","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseBatchRequest.java","3","13","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseModuleRequest.java","3","14","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseRequest.java","3","22","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseRequest.java","3","33","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"3","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseRequest.java","3","37","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseTreeRequest.java","3","20","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseTreeRequest.java","3","24","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiCaseUpdateRequest.java","3","14","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiRequest.java","3","14","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiScenarioModuleRequest.java","3","14","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiScenarioRequest.java","3","20","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiScenarioRequest.java","3","31","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanApiScenarioUpdateRequest.java","3","13","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanBatchExecuteRequest.java","3","22","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanBatchProcessRequest.java","3","22","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanBatchRequest.java","3","14","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanBatchRequest.java","3","18","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanBugPageRequest.java","3","13","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanBugPageRequest.java","3","17","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanCaseAssociateBugRequest.java","3","10","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanCaseAssociateBugRequest.java","3","14","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"1","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanCaseBatchAddBugRequest.java","3","21","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
"2","io.metersphere.plan.dto.request","C:\User\pavan\Projects\metersphere\backend\services\test-plan\src\main\java\io\metersphere\plan\dto\request\TestPlanCaseBatchAddBugRequest.java","3","30","Access to field `REQUIRED` on foreign value `Schema.RequiredMode` (degree 1)","Design","LawOfDemeter"
